,screen_name,OriginalAuthor,Type
6433,junogsp5,junogsp5,Original
1714,justDooDirty,ifuaskmee,RT
641,justen22280926,Golfinggary522,RT
5328,justicedems,justicedems,Original
6826,justinmickanen,justinmickanen,Original
801,justjessie226,B75434425,RT
417,justonepatriot,B75434425,RT
3245,justsusanmckee,FrankLuntz,RT
6440,juuuust_sayin,juuuust_sayin,Original
5946,jvsetzler,jvsetzler,Original
3121,jvstringer,ChooseToBFree,RT
4314,jwortinger,FoxNews,RT
5545,k_ovfefe,k_ovfefe,Original
25,kacrary2,LeahR77,RT
381,kaetfwin,ClintonM614,RT
2192,kaitmgerth,kaitmgerth,Original
783,kanreddyuday,HouseGOP,RT
3902,kaoconnor,kaoconnor,Original
4123,karafarrah,PhilMcCrackin44,RT
170,karanda1221,frankthorp,RT
505,karen4heumann,wokeluisa,RT
5076,karen_podgornik,FoxNews,RT
1826,karenan29064381,FoxNews,RT
627,karenarchdeacon,mitchellreports,RT
2211,karenmullenax11,ProudResister,RT
4286,karenpiscopo1,LanceSilver1,RT
886,karenricks,55true4u,RT
549,karliesl,B75434425,RT
4532,karlynkeelty211,GaryStLawrence,RT
3515,karmelaje,Trumpfan1995,RT
1773,karmelaje,RightWingLawman,RT
903,kasalser,B75434425,RT
4669,kat_smalltalk,tedlieu,RT
406,katbep,Ig_Bricker,RT
575,katcatbee,nickiknowsnada,RT
1563,kate_fried,kate_fried,Original
3116,kateash316,elizabethforma,RT
1577,katesnyder77,ChristiChat,RT
3870,kathcinco,elizabethforma,RT
4335,katherinn_e_,RosaISmith,RT
933,kathid_d,wokeluisa,RT
1284,kathies01,1Jedi_Rey,RT
2320,kathy122372,kathy122372,Original
4054,kathyjmartin51,WhiteHouse,RT
3321,katiaA07,Variety,RT
2749,katieworth,milesalvord,RT
5156,katshell3,tedlieu,RT
442,kaye_staceystk,RepSwalwell,RT
6290,kayleighmcenany,kayleighmcenany,Original
541,kbartness,funder,RT
1902,kdm816,IronStache,RT
5493,kdrkrepp,kdrkrepp,Original
2541,kebiggs,kebiggs,Original
6411,keithboykin,keithboykin,Original
6239,keithboykin,keithboykin,Original
628,kelly_mallette,RandyRainbow,RT
4302,kellybic77,kellybic77,Original
77,kellyiz,Alyssa_Milano,RT
3581,kellykba,Lady_Star_Gem,RT
3906,kellykwolfe,JoshMalina,RT
5504,kellymagsamen,kellymagsamen,Original
2019,keltoncampbell6,VP,RT
3890,kentonkl,elizabethforma,RT
6346,kenvogel,kenvogel,Original
1306,kerri_flynn,AMErikaNGIRLBOT,RT
4750,kerrymackin,tedlieu,RT
5755,kerrywashington,kerrywashington,Original
3280,kev_weis,ziadtheactivist,RT
2403,kevsher62,TomiLahren,RT
4675,key11ska,KelemenCari,RT
1462,keysdiver76,BleedingRedDan,RT
1005,kflower1414,Ig_Bricker,RT
806,kg_NewsAccount,B75434425,RT
5981,kharyp,kharyp,Original
1332,kharyp,RepSwalwell,RT
3077,kiahtrull,eugenegu,RT
3341,kilpper_barbara,tedlieu,RT
1116,kimberlyr51,AMErikaNGIRLBOT,RT
6136,kimguilfoyle,kimguilfoyle,Original
2243,kimh42901704,AJDelgado13,RT
1378,kimmurpheyhall,TeaPainUSA,RT
920,kinderpsych,B75434425,RT
1875,kinderpsych,kinderpsych,Original
5827,kingboa79,kingboa79,Original
6138,kingchuck810,kingchuck810,Original
3748,kingchuck810,kingchuck810,Original
2696,kingkeldo,The_UnSilent_,RT
3156,kinnaman_joe,prayingmedic,RT
484,kirp24,1Jedi_Rey,RT
3030,kitten0626,StephenMilIer,RT
4042,kittycatzzzz,vannsmole,RT
4026,kiyomihash1,FoxNews,RT
1409,kjon,AFCYRs,RT
120,kkandler123,kkandler123,Original
4964,kkarop,KelemenCari,RT
3018,kkjane94,kkjane94,Original
4122,kmcbrd2,Tokerwaredotcom,RT
1526,kmontenegro,ZahraBilloo,RT
5032,knammari1,ToDropADime2,RT
1148,knitnanabrown,funder,RT
7,knittinginny,wokeluisa,RT
2644,knowledgeseekn,RyanAFournier,RT
3769,kokomored,GOPChairwoman,RT
0,komala_hayes,JoyAnnReid,RT
3340,korrifoster,LibertySeeds,RT
1436,kp72579,ChristiChat,RT
1944,kpeck1,funder,RT
1086,kpjpsp,WhipHoyer,RT
1860,kraftibyotch,funder,RT
2923,kraig4u,LVNancy,RT
4901,krambo66,SecretaryCarson,RT
6173,krassenstein,krassenstein,Original
6448,krassenstein,krassenstein,Original
6108,krassenstein,krassenstein,Original
234,krispoligonz,RandyRainbow,RT
4611,kristiGee5,SecretaryCarson,RT
2475,kristinakarisch,kristinakarisch,Original
3460,kristinemontel1,kristinemontel1,Original
3735,krnpalmer,Lady_Star_Gem,RT
2358,krupke_982000,HouseDemocrats,RT
2037,krystyna4450,VP,RT
2753,kstein65,kstein65,Original
2886,kuashie1,KatiePavlich,RT
2567,kulkarnation,SenSchumer,RT
1232,kumar_oud,HouseGOP,RT
926,kurtebrewer,AMErikaNGIRLBOT,RT
3295,kwcmimi,tedlieu,RT
6567,kwilli1046,kwilli1046,Original
6039,kwilli1046,kwilli1046,Original
4013,kwshov66,foxnewspolitics,RT
2843,kyrose87,ConservaMomUSA,RT
3799,l13d,The_UnSilent_,RT
18,l_burcher,RepSwalwell,RT
200,la700,Microsingular,RT
309,la99enargentina,WhiteHouse,RT
1545,labyrinth153,PattyMurray,RT
2410,laddie_rn,laddie_rn,Original
4323,lady_liberti,lady_liberti,Original
4003,ladydiconn,The_UnSilent_,RT
4615,ladypeeps,RonWyden,RT
5105,ladyvictoria8,JSavoly,RT
615,ladywinga1,AMErikaNGIRLBOT,RT
3595,laf2020a,PrisonPlanet,RT
1048,lafayttes,funder,RT
2176,lakesideliberal,jdice03,RT
4724,laokaka,BasedMonitored,RT
6314,larryelder,larryelder,Original
6342,larryelder,larryelder,Original
6023,larryelder,larryelder,Original
5175,larrymlease,larrymlease,Original
4859,larryqqueen,ToniHilton7,RT
2730,larryqqueen,michaelbeatty3,RT
1424,larrytcarvell1,larrytcarvell1,Original
4535,lars_j_lindahl,FoxNewsResearch,RT
942,laurelmichel_7,B75434425,RT
6483,laurenduca,laurenduca,Original
2986,laurenxx9,elizabethforma,RT
4673,lauriekelly4,The_UnSilent_,RT
375,lawcarp,AMErikaNGIRLBOT,RT
6580,lawriter33,lawriter33,Original
4127,lawriter33,lawriter33,RT
435,lazycrank,Doodisgirl,RT
1599,lbschilm,WhiteHouse,RT
1967,lcgresham1222,bellvisuals,RT
4807,ldhancock1,We_R_TheMedia,RT
3638,ldlundstrom,PolitiFact,RT
5730,leahmcelrath,leahmcelrath,Original
5934,leahmcelrath,leahmcelrath,Original
5566,leahmcelrath,leahmcelrath,Original
301,lee_knuth,350,RT
595,lee_pettimore,AMErikaNGIRLBOT,RT
1451,leemgourlay,leemgourlay,Original
3119,legacyartsstudi,BarbMuenchen,RT
3625,legaldawn,legaldawn,Original
524,legrys20,taradublinrocks,RT
4056,leighk1983,tedlieu,RT
3523,lemonade_bey,HipHopObama,RT
4907,lemongrovepeggy,Trumptweets2020,RT
44,lemonwater224,55true4u,RT
2364,lemuellam,ExDemLatina,RT
63,len_hawley,B75434425,RT
3048,len_hawley,len_hawley,Original
205,lenmquez,AMErikaNGIRLBOT,RT
39,leshea79,B75434425,RT
5430,lesleyabravanel,lesleyabravanel,Original
5352,lesleyclark,lesleyclark,Original
5394,letat_lechat,letat_lechat,Original
447,letat_lechat,letat_lechat,Original
4119,letimunoz0004,DrMartyFox,RT
84,leumaSAa,leumaSAa,Original
2392,lewiesmom,ProudResister,RT
4548,lexsion,RonWyden,RT
609,lexsion,funder,RT
5732,lfkraus,lfkraus,Original
4089,lgrant9,elizabethforma,RT
1658,lhorwich,NathanBomey,RT
1768,lib58,KaniJJackson,RT
3952,libertad717,NewsHour,RT
6764,lieb123456789,lieb123456789,Original
1721,lifegarcia,JakeHighwell,RT
1823,lifelegeros,funder,RT
3189,lilkimiconic,ajplus,RT
377,lilkimiconic,wokeluisa,RT
2980,lillysmithstee1,FoxNews,RT
94,linda_troxell,B75434425,RT
4376,linda_troxell,WhiteHouse,RT
1518,lindadoherty4,EnvDefenseFund,RT
2662,lindaspracia12,docdhj,RT
5188,lindathomas102,tdread01,RT
4130,lindsey1002,lindsey1002,Original
2685,linmger,FoxNews,RT
6675,lintile,lintile,Original
2184,lionessofsocial,ICEgov,RT
3589,lionking_007,ericbolling,RT
3516,lipkinlip,realDonaldTrump,RT
1790,lisalisadoodle,funder,RT
1053,lisaskov,funder,RT
2393,liz86931866,WhiteHouse,RT
5831,lizballard09,lizballard09,Original
4638,lizettenel,tedlieu,RT
1310,lizfromerma1,FoxBusiness,RT
6000,lizpeek,lizpeek,Original
3078,ljblack6,junogsp5,RT
4612,lkjtexas,tedlieu,RT
5304,lkumar11281,LevineJonathan,RT
4785,llojak,kwilli1046,RT
1299,llpkauai,55true4u,RT
1982,llrossaiia,wokeluisa,RT
3397,loganpierce,ali,RT
1537,logical_sense_,perfectsliders,RT
5509,lois_rogers,lois_rogers,Original
4614,loisroy72,EricTrump,RT
6748,lolo_kearn,lolo_kearn,Original
2367,lonestartxMary,WhiteHouse,RT
1264,lonewolflair,Golfinggary522,RT
6015,lorent5709,lorent5709,Original
4725,loret28,FMoniteau,RT
845,lori_imhoff,AMErikaNGIRLBOT,RT
5293,lori_mendicino,JrcheneyJohn,RT
2745,lorib1027_rocha,CNN,RT
1984,lostgates2,lostgates2,Original
2702,lotusalley,NancyPelosi,RT
2494,louisa_ip,B75434425,RT
2282,louiseradnofsky,JessBravin,RT
1344,lovesmilelaugh2,lovesmilelaugh2,Original
1855,lovinabox,Mrs_Cldh,RT
3325,lowrider_2a,charliekirk11,RT
2602,lplzydeco,RepTedLieu,RT
255,lrmorellana,ProudResister,RT
5211,lrrp_dakto,JrcheneyJohn,RT
6799,lsarsour,lsarsour,Original
4036,lsnurse2,grantstern,RT
1403,lsolis209,Bros4America,RT
5044,ltersinar1,RonWyden,RT
3465,ltersinar1,tedlieu,RT
280,ltfreetobe,B75434425,RT
64,ltlbowtie,DTrumpPoll,RT
4856,luffman_joyce,luffman_joyce,Original
2351,lukethajdasz,lukethajdasz,Original
847,lula_reh,lula_reh,Original
237,lulu_lemew,RandyRainbow,RT
5616,luminalu771rom1,luminalu771rom1,Original
5333,luvlyn333,luvlyn333,Original
826,luvnfiction,RandyRainbow,RT
3252,luvnotes69,elizabethforma,RT
3118,lvstofly12,OfficeOfMike,RT
736,lynecarr,wokeluisa,RT
902,lynn_carleton,richardhine,RT
2700,lynneknielng,funder,RT
3631,lynnsmcgee,Trumpfan1995,RT
5149,lynsansha,wiwolfyone,RT
1864,m27731630,perfectsliders,RT
5549,m3mo,m3mo,Original
3037,m_delfierro,The_UnSilent_,RT
946,ma_liky_,WhiteHouse,RT
2987,mabry4849,primer338,RT
3120,machz,1GigiSims,RT
6749,madeline_will,madeline_will,Original
3650,madelinecano,keithboykin,RT
5310,madharts,BleedingRedDan,RT
2572,maga_Texas,GeorgiaDirtRoad,RT
638,maga_fedup,HouseGOP,RT
1549,maggieali,Marmel,RT
4484,maggiemayhem26,KelemenCari,RT
3580,magic4sure,ChristiChat,RT
193,magicalbaby,RepSwalwell,RT
5180,magicbeagle,winsonics,RT
4940,magnesstina1,GeorgiaDirtRoad,RT
979,magnesstina1,B75434425,RT
2719,mahm_atefi,OrgIAC,RT
2213,mairead_parade,NBCNews,RT
537,majeh5,RandyRainbow,RT
2105,malaprop48,bellvisuals,RT
1255,malcolm844,k_ovfefe,RT
3013,maltedmoniker,maltedmoniker,Original
5672,mamaknock1,mamaknock1,Original
4124,mamimedice,UniNoticias,RT
5241,manaskunt,tedlieu,RT
1816,mand3rz,mand3rz,Original
4181,mandalovescats,SethAbramson,RT
306,mandiperlmutter,bocour,RT
2876,mandrake0110,FoxNews,RT
3188,mangrovegirl,PattyMurray,RT
4504,manindotblack,DTrumpPoll,RT
3281,maraslade,elizabethforma,RT
3028,marceloguerino5,KanielaIng,RT
3831,marchelle_d,elizabethforma,RT
1675,marcylauren,PiperPerabo,RT
1453,mardan718,KellyannePolls,RT
5096,mareme86,KelemenCari,RT
3764,maresail,maresail,Original
4686,margaret_costa,CBSNews,RT
2255,margaretvmorris,jonathanjewel,RT
1461,mariama25373769,mariama25373769,Original
1505,marieniles04,Pajjr2016,RT
6703,markbland,markbland,Original
4028,markhgeorge,JohnStossel,RT
531,markhlong,aarontask,RT
521,markl5757,anne19brown,RT
5857,markmobility,markmobility,Original
4834,marla_j98,Millenial_Con,RT
898,marla_j98,JrcheneyJohn,RT
3379,marlaharmony,RyanAFournier,RT
1305,marshmonster,wokeluisa,RT
5539,martel_al,martel_al,Original
2444,martha_sheahan,2runtherace,RT
2678,mary122514,The_Trump_Train,RT
2951,maryannstewart1,WorldTvlr,RT
66,marybleuz205,B75434425,RT
2336,marybs1978,ForTrump,RT
4274,marycjoyce2,MEL2AUSA,RT
2985,marymel396,FrankLuntz,RT
952,mateh2008,wokeluisa,RT
1438,materpbw,CochranShow,RT
3344,matosmaximoso,joseiswriting,RT
3508,matt69ers,FoxNews,RT
4629,mattyreich,FMoniteau,RT
5176,maukkat,tedlieu,RT
2793,maureenm2000,SaveMyCare,RT
3528,mayadiez,kimguilfoyle,RT
5424,maybebeachbum,maybebeachbum,Original
1439,mayberry_holly,GeorgiaDirtRoad,RT
3186,mayerjames25,DrMikeSimpson,RT
5290,mayrasons2,justinmickanen,RT
1420,mbd99pdls,350,RT
2254,mc_randman,KellyannePolls,RT
4269,mcalister_lynn,ClintonM614,RT
1473,mcatee_chrystal,GOPChairwoman,RT
4714,mccauchiner,mccauchiner,Original
351,mcgriff1967,AMErikaNGIRLBOT,RT
3100,mcsc69pins,StockMonsterVIP,RT
6522,mcspocky,mcspocky,Original
6393,mcspocky,mcspocky,Original
5343,mcspocky,mcspocky,Original
5551,mcspocky,mcspocky,Original
5688,mcspocky,mcspocky,Original
2407,mdevitojr,UNITEDWEDREAM,RT
1442,mdgreen1956,mdgreen1956,Original
3278,mdresch2,dccc,RT
2216,mdriftmeyer,TheDemocrats,RT
4084,meade322,S_Cooper0404,RT
2801,meadorsy,PhilMcCrackin44,RT
2779,mebe30,wattsjim,RT
5094,medford_mark,BleedingRedDan,RT
167,meechee204,meechee204,Original
5035,meena96301969,_Makada_,RT
297,megan02260,RandyRainbow,RT
1560,meganhswanson,TeaPainUSA,RT
3597,meganhswanson,mcspocky,RT
4598,megen_z_riley,megen_z_riley,Original
4717,megisomeso,FoxNewsResearch,RT
5053,mekumpf,clivebushjd,RT
4175,melanieusn1979,FoxNews,RT
4037,mell_lopezz,The_UnSilent_,RT
323,melmmaly,wokeluisa,RT
1811,melo28333,ColorOfChange,RT
1484,melodyisdestiny,EdanClay,RT
16,melsil,SenGillibrand,RT
3415,melz42910,OfficeOfMike,RT
593,memebadmom,RepSwalwell,RT
2196,memyselfandkimm,SaysHummingbird,RT
2308,menessalindsey,menessalindsey,Original
858,mercguybrarian,RepSwalwell,RT
3592,merrill2n,feministabulous,RT
1309,mes625,ItsNorbitPeters,RT
2135,mes625,GeorgiaDirtRoad,RT
3705,mesa4708,dbongino,RT
3859,metrofla,pattonoswalt,RT
43,meyette_brenda,mcspocky,RT
6627,mflynnJR,mflynnJR,Original
509,mfore0142,IronStache,RT
4009,mft1478,AFTunion,RT
3938,mgiorno,elizabethforma,RT
2774,mgms74,tedlieu,RT
1898,mgnelsonwrites,mgnelsonwrites,Original
2619,mgreekgypsy,mgreekgypsy,Original
1129,mhpagan,55true4u,RT
1220,michaelaquinn56,B75434425,RT
552,michaelbeatty3,carrieksada,RT
6024,michaelbeatty3,michaelbeatty3,Original
376,michaelcozens,richardhine,RT
6723,michaelferna1,michaelferna1,Original
6584,michaeljknowles,michaeljknowles,Original
739,michaelkent,michaelkent,Original
6784,michaelmalice,michaelmalice,Original
1268,michaelraph1,PanamaMike00,RT
4857,michaelroller,ChooseToBFree,RT
646,michaeltiller55,WhiteHouse,RT
4452,michaelwild2198,DanMilanoHere,RT
3961,michaelyoud,michaelyoud,Original
959,michal_sheli,B75434425,RT
5069,michel_meacham,charliekirk11,RT
2587,michelleAanens1,WhiteHouse,RT
6353,michellemalkin,michellemalkin,Original
5160,michellmybell1,strait328,RT
45,micktissue,1Jedi_Rey,RT
3951,mightyones1968,dbongino,RT
6190,mikandynothem,mikandynothem,Original
3273,mike03car,oliverstake,RT
6737,mike_Zollo,mike_Zollo,Original
2478,mike_lee_ent,mike_lee_ent,Original
1834,mikebissig,mikebissig,Original
3469,mikede14785,DonnaWR8,RT
2756,mikeejoe,KaivanShroff,RT
832,mikeheather477,HuevosDeChivo,RT
4930,mikeinthemitten,RonWyden,RT
4942,mikelangran,realDonaldTrump,RT
4639,mikesag12,S_Cooper0404,RT
2583,mikewarder1,mikewarder1,Original
2867,mikey7737,FoxNews,RT
1203,mikhuel100,NewDay,RT
5067,milehigirl67,dbongino,RT
2517,milenaac,RepZoeLofgren,RT
6038,milesalvord,milesalvord,Original
2738,mill123and,mill123and,Original
3497,mini_bubbly,NoodleNat,RT
4277,minnieme57,teemcee,RT
4753,minreecocarva,pastormarkburns,RT
3141,mirloXXbob,wattsjim,RT
1724,misschristinaA9,misschristinaA9,Original
2656,misshelly630,OfficeOfMike,RT
3429,missmac71,KazeSkyz,RT
2277,missqueeencoco,SaysHummingbird,RT
3937,missycaulk,RyanAFournier,RT
3704,mistymoonlite88,BleedingRedDan,RT
5422,mitchellreports,mitchellreports,Original
2093,mitchiepoo46,Pink_About_it,RT
5271,mitigirl,ForAmerica,RT
3880,mitsdla,AmbJohnBolton,RT
4349,mitsdla,IvankaTrump,RT
4589,mizbizz2000,DrMartyFox,RT
2236,mjbpaula,FoxNews,RT
4226,mkahl66,HouseDemocrats,RT
1244,mkardos,mkardos,Original
4973,mkcincy,KelemenCari,RT
5,mkt15633,B75434425,RT
73,ml04572,RepSwalwell,RT
607,mleble,CNN,RT
527,mlemiller1151,RealMattCouch,RT
1197,mlemons1970,B75434425,RT
1629,mlhcromwell16,Harlan,RT
1924,mlimonatx,WeAreUnidosUS,RT
4784,mmkaras,ClintonM614,RT
1587,mmmm1026,mmmm1026,Original
295,mmrkbb,RedWaveRising,RT
1852,mnasadoo,SenMarkey,RT
881,moejoelola,RepSwalwell,RT
6054,mohitfreedom,mohitfreedom,Original
235,molavefinds,AC360,RT
980,mollymoor,wokeluisa,RT
3206,molmar54,TrishaDishes,RT
4989,molonlabedavid,ChooseToBFree,RT
525,mom4mj,HuevosDeChivo,RT
4628,mom_vet,mom_vet,Original
3558,momdcy,kharyp,RT
1204,mommaheidi71,AMErikaNGIRLBOT,RT
4894,momonfyre,KelemenCari,RT
397,monicasloves,wokeluisa,RT
2220,monkyfox,4everNeverTrump,RT
3064,moonbeam_0416,FoxNews,RT
5720,moranpress,moranpress,Original
5717,morningmoneyben,morningmoneyben,Original
3225,morrissey_peter,HuffPost,RT
4271,moshe_alvizo,vannsmole,RT
1383,motherglover1,TeaPainUSA,RT
349,mothermaryadb,Golfinggary522,RT
4022,motherpintora,omarbula,RT
5742,mpeachdorange,mpeachdorange,Original
1571,mpeachdorange,funder,RT
1096,mprice0017,RepSwalwell,RT
1272,mrandmrsnaples,B75434425,RT
3471,mrayem,tedlieu,RT
6022,mrctv,mrctv,Original
1072,mrelhs2008,abowersock,RT
346,mrjhnsn,mrjhnsn,Original
4622,mrsksomeday,RonWyden,RT
3071,mrv1921,FrankLuntz,RT
2109,mryfrtsn,NewsHour,RT
2276,ms_nmb,ms_nmb,Original
2224,msannbrown,NARAL,RT
2366,msbellows,JeffYoung,RT
2565,mserin0114,NBCNightlyNews,RT
1970,mshaag3,mshaag3,Original
6189,mslitt72,mslitt72,Original
332,msmichelle1029,RepSwalwell,RT
1071,mstngsally06,AMErikaNGIRLBOT,RT
3763,msuzanne2234,LouDobbs,RT
5246,mulledover,WhiteHouse,RT
3423,musejamie,GeorgiaDirtRoad,RT
3505,mushujasmine,GartrellLinda,RT
693,musicaamazigh,RepSwalwell,RT
3893,musicktalks,elizabethforma,RT
3948,muthartjp,muthartjp,Original
1250,mwray00,B75434425,RT
366,mydarlingpen,AMErikaNGIRLBOT,RT
3684,myreview14,BldyMry,RT
5788,mystcole,mystcole,Original
5891,mystcole,mystcole,Original
2984,mysticmonstre,prayingmedic,RT
3075,nDrewK2,WhiteHouse,RT
2139,nachitek,nachitek,Original
3535,nacio3,Juliococo,RT
4364,nadiepetah,tedlieu,RT
2966,nails3791,FoxNews,RT
5948,nakasec,nakasec,Original
1033,nalastra,B75434425,RT
3744,nancy73gg,junogsp5,RT
1313,nancy73gg,AMErikaNGIRLBOT,RT
3779,nancy_kerschner,krassenstein,RT
2182,nancyhart4u,GET4208,RT
5050,nancymoore19461,dbongino,RT
1479,nancyrutas,ChristiChat,RT
2890,nasaspacedream,ajplus,RT
1805,nasser_bovi,omgdadno,RT
6399,natehoIe,natehoIe,Original
4848,natvarusa,TomiLahren,RT
715,navy100,WhiteHouse,RT
3851,nawalkowsky,nawalkowsky,Original
5051,naynayfig,ClintonM614,RT
3445,ncarolina7516,wattsjim,RT
891,ncarolina7516,55true4u,RT
2591,nchips,TheRevAl,RT
2286,ndb4ever,KatTheHammer1,RT
3113,neeneebucket,neeneebucket,Original
6651,neeneebucket,neeneebucket,Original
3601,neil_born,goldengateblond,RT
4078,nel4172,The_UnSilent_,RT
5245,nellalda,pastormarkburns,RT
954,nellpost,mitchellreports,RT
4441,nenoriega5,omarbula,RT
1543,nepafortrump,Scavino45,RT
2095,nepatriots20,FL4TRUMPDOTCOM,RT
1610,netahenry,OldManStoneZone,RT
1706,netherskye,leahmcelrath,RT
3153,neufferceci,keithboykin,RT
4011,nevarc,jcpenni7maga,RT
4917,neverthelessdoc,TIMESUPNOW,RT
3458,newest1234,newest1234,Original
2454,newsRetweeter17,FoxNews,RT
3167,newsRetweeter17,FoxNews,RT
5996,newtgingrich,newtgingrich,Original
5816,newtgingrich,newtgingrich,Original
2463,nibcat,funder,RT
3490,nicholas_cindi,pattonoswalt,RT
1534,nicholsstark,SenSchumer,RT
6602,nickcicero,nickcicero,Original
2360,nicki1945,ericbolling,RT
3182,nickicomelately,KamalaHarris,RT
5464,nickiknowsnada,nickiknowsnada,Original
1960,nickzutantas,TomiLahren,RT
169,nicopico5,FoxBusiness,RT
4858,nicosb2011,michaeljknowles,RT
177,nicshaf,wokeluisa,RT
4500,nimashan,tedlieu,RT
4863,ninna721,richardhine,RT
3450,nittimom,PoliceFirstNow,RT
5263,njkalich,tedlieu,RT
4846,no1mate,dianaprince1942,RT
737,nobamanoway,B75434425,RT
1643,nobamanoway,Trey_VonDinkis,RT
545,nobscoffeemom,WhiteHouse,RT
2614,nobso1,ProgressPolls,RT
2660,nohofan90,elizabethforma,RT
3590,noinourbackyard,noinourbackyard,Original
1973,nolebull25,MaureenFrench,RT
895,nonewfollowers1,RepSwalwell,RT
1243,nonsmoker15,B75434425,RT
1173,nonspamming,B75434425,RT
1856,nonsumdignus,disspat,RT
760,noonan34,funder,RT
993,norriemc1969,AMErikaNGIRLBOT,RT
597,northerngl,RepSwalwell,RT
1578,northwind1ndn,mcspocky,RT
3538,norvilgirl,LVNancy,RT
6549,nowthisnews,nowthisnews,Original
6387,nowthisnews,nowthisnews,Original
6089,nowthisnews,nowthisnews,Original
4066,nrse2be06,kharyp,RT
970,nunya_binnis,democracyatwrk,RT
600,nunyabiz_nss,nunyabiz_nss,Original
4800,nurseadvocater,KelemenCari,RT
799,nwjerseyliz,CongressmanRaja,RT
4297,nwjerseyliz,nwjerseyliz,Original
4754,nwparsons,Public_Justice,RT
5733,nytpolitics,nytpolitics,Original
6533,nzo11,nzo11,Original
6625,nzo11,nzo11,Original
4344,obamagoontard,WhiteHouse,RT
761,ocMikeP,ocMikeP,Original
547,occulturalism,occulturalism,Original
4263,occupycorruptDC,mflynnJR,RT
4797,octanechicago,octanechicago,Original
951,odawa49,odawa49,Original
148,of1heart1mind,LeahR77,RT
4485,offthelist,offthelist,Original
1338,olerunkbitch,wokeluisa,RT
6289,oliverstake,oliverstake,Original
6517,omarbula,omarbula,Original
5736,omgdadno,omgdadno,Original
4497,omnigallagher,alaskantexanQCT,RT
6507,omriceren,omriceren,Original
1060,oncehadstrings,AMErikaNGIRLBOT,RT
2737,oneadam1212,RealSaavedra,RT
5914,onedovealone,onedovealone,Original
6770,onedovealone,onedovealone,Original
4625,onemandream10,onemandream10,Original
3618,onlyonthebus,elizabethforma,RT
5417,onlytuhinkanti,onlytuhinkanti,Original
3337,operationhijump,OfficeOfMike,RT
4655,opusworks,tedlieu,RT
233,ord3001,DrJaneRuby,RT
5116,organic_dad,MichaelEMann,RT
3446,organiclover789,larryelder,RT
5258,oscalope,Ali_H_Soufan,RT
3375,otakuchan8,DaShanneStokes,RT
1509,overmanwarrior,JimRenacci,RT
2483,owenbernard,TheRundownBET,RT
6454,owillis,owillis,Original
6325,pacelattin,pacelattin,Original
5120,pacer502,KelemenCari,RT
6472,painefultruths,painefultruths,Original
1870,pal29b,ICEgov,RT
2459,paladine,paladine,Original
275,palebluecream,B75434425,RT
2863,palwales,krassenstein,RT
1182,pammyjean7,AMErikaNGIRLBOT,RT
4050,pamrere,ericbolling,RT
1553,papacass84,ClintonM614,RT
1101,paphotog,B75434425,RT
1921,paphotog,ALIPAC,RT
3521,partyofthepeopl,GOP,RT
438,partyofthepeopl,Ig_Bricker,RT
6714,pastormarkburns,pastormarkburns,Original
6811,pastormarkburns,pastormarkburns,Original
6588,pastormarkburns,pastormarkburns,Original
1156,patemacisnow,AMErikaNGIRLBOT,RT
3805,patrickfcox_cox,owillis,RT
4398,patriot101,patriot101,Original
6574,patriot101,patriot101,Original
3721,patriotgurrl,SteveScalise,RT
3962,patriotmom2911,FoxNews,RT
569,patroitsforever,AMErikaNGIRLBOT,RT
59,patsyromano13,B75434425,RT
2892,pattirod55,1IronMan2018,RT
6727,pattonoswalt,pattonoswalt,Original
6359,pattonoswalt,pattonoswalt,Original
5654,pattonoswalt,pattonoswalt,Original
6470,pattonoswalt,pattonoswalt,Original
4593,pattydunndeal,glblchangedjt,RT
293,pattyngng,SenWarren,RT
174,paulaLaffin,DrJaneRuby,RT
3097,paulbam3,paulbam3,Original
5066,paulienz,KelemenCari,RT
5908,paulmcmorris411,paulmcmorris411,Original
2438,paulrlanni,WhiteHouse,RT
497,paultdove,FoxBusiness,RT
3301,payne1ana,jojoh888,RT
3903,pblake60,newtgingrich,RT
2084,pcass59,VABVOX,RT
1876,pcgator71,TomiLahren,RT
4370,pcommonsense,dbongino,RT
803,pdddy99,BigAerosmithFan,RT
1546,pedi_suzanne,TeaPainUSA,RT
1398,pedsscrub,WhiteHouse,RT
1253,peepscount,B75434425,RT
2566,peepscount,BamaThinker3,RT
1749,peggy_bukovac,FoxNews,RT
4208,peggy_reichman,FMoniteau,RT
3068,pennie_roberts4,joncoopertweets,RT
3072,penultimatepen,aravosis,RT
5962,peoplerespond,peoplerespond,Original
2033,pepethetailor,LionelMedia,RT
4053,pepsi7965,FoxNews,RT
6568,perfectsliders,perfectsliders,Original
6212,perfectsliders,perfectsliders,Original
5669,perfectsliders,perfectsliders,Original
6115,perfectsliders,perfectsliders,Original
1357,peritweeter,ACLU,RT
5064,perrierizzo,perrierizzo,Original
4283,persistantpengn,eugenegu,RT
1162,pescawhatever,putinsclown,RT
6413,petefrt,petefrt,Original
5508,petercoffin,petercoffin,Original
1696,peterjpolyakov,Education4Libs,RT
4816,petieg,pattonoswalt,RT
6080,pewresearch,pewresearch,Original
219,pfelser,RepSwalwell,RT
399,pgrlegacy,RepChrisCollins,RT
4358,phantomrecon21D,KelemenCari,RT
