image_id,image_url,post,no_likes,no_comments,image_labels,image_text,web_entities
7,https://scontent-atl3-1.cdninstagram.com/vp/128b44131a7e4b8c2c02179a1480a1dd/5B19463B/t51.2885-15/e35/15101636_348481092178619_714281000087060480_n.jpg,"“I thought we were happy. We had two kids. She was a great mom. But three or four years into our marriage, she started playing that Sims game online. You can be anyone in that game. She could be the perfect wife or whatever. She was always on that computer. Then she started playing this other game where you can marry, date, and screw people. All of it is fake, but people actually develop feelings for each other. In real life these guys are probably 450 lbs. but online they look like Superman. There was actually one guy that she called ‘her Superman.’ He even started mailing Superman trinkets to the house. She wouldn’t quit. I even tried to break her cellphone with my hand. I just wanted her to live her life with us. But we weren’t enough for her.”",106.9k,"5,881",plant tree leaf grass vehicle,,The Sims 2 Video game Meme Humans of New York Online game Internet meme Image 4chan Video Idea
8,https://scontent-atl3-1.cdninstagram.com/vp/46537911b447a08ed4e99147a322010c/5B2DED4D/t51.2885-15/e35/15056665_223239984776218_5834182445586448384_n.jpg,"“I’ve known since I was thirteen. It wasn’t a struggle for me. I didn’t question whether it was ‘right’ or ‘wrong.’ I just knew it was me. But I’m still completely closeted. I’m part of a very religious community. Even my choice to go to college was questioned. It’s seen as not trusting in God. If my family knew I was gay, I’d be cut off completely. Listen, they’re not bad. They aren’t bad people. It’s just what they believe. I’m not angry at them. I’m angry at the situation. If I choose to fall in love, then nobody that I’ve ever known will speak to me again.”",107.6k,"2,404",shoe tree hand sky recreation wood vacation fun,,Gay Closeted Meme Religious community Religion Community Between Here and Forever Family God Humans of New York
9,https://scontent-atl3-1.cdninstagram.com/vp/efb2b2779b1fb8e52a94eee46465bda1/5B4DA6E3/t51.2885-15/e35/15057210_668359979991307_834521469986799616_n.jpg,"“My father was on strike one Christmas. I think I was six years old. And whenever the union was on strike, we’d go without. So there weren’t many presents under the tree that year. Dad explained to us that he was standing up for everybody, and that he needed our help. He promised us that he’d get us more presents once he got back to work. Then the night before Christmas, somebody broke into our house. They slit the screen on one of the windows and stole everything. I woke up to my mom screaming. All our presents were gone. But that ended up being the best Christmas we ever had. Because a few hours later, six guys from the union showed up, and they were carrying bags and bags of presents.”",150.1k,"1,016",girl service shopping retail,"0
LEATHER
SHOP
 0 LEATHER SHOP",Trade union Meme Christmas Strike action Job Internet meme Humans of New York Gift Shopping Father
10,https://scontent-atl3-1.cdninstagram.com/vp/7a261f27182a509406b6ccb056e461f1/5B4997AD/t51.2885-15/e35/14487172_724635301027699_5084236518109741056_n.jpg,"“I think a lot of people live on the borderline of racism. I work in a machine shop with about thirty older guys. I don’t think there is one bad guy in the group. You’d like them if you met them. All of them love their families. But I’d say that I’ve heard eighty percent of them make racist comments of some sort. A lot of the older guys drop ‘n bombs.’ But if a black guy walks up, they’ll be friendly. They’ll even go out to lunch with him and share a meal. I honestly don’t think they see themselves as racist. Every one of them will deny it. They’ll point to the black guy that they’re friendly with. They won't point to the things they say when he’s not around.”",139.4k,"2,248",people photograph day house sitting winter tree home family fun,,Machine shop Machine Racism Meme Job Empathy Love Family Internet meme Work
11,https://scontent-atl3-1.cdninstagram.com/vp/54b8a5b09c4681980ab5ec58297fba0d/5B0C7AAF/t51.2885-15/e35/15056549_2172333302991341_8494474485670346752_n.jpg,"“If I think back, I get depressed. If I think ahead, I get afraid.”",167.8k,"2,721",drink alcoholic beverage food liqueur distilled beverage cuisine taste restaurant,,United States Depression Thought Internet meme Information Feeling Meme Image Fear Person
12,https://scontent-atl3-1.cdninstagram.com/vp/a8a0e49ab513c6109db93d557d526bf4/5B290EF7/t51.2885-15/e35/15048244_337400726623342_6827718083205922816_n.jpg,"“I work at a machine tool automation company. We build the machines that build the cars. High school wasn’t for me. I didn’t respond well to being lectured and having things jammed into my brain. So I started out sweeping floors at the factory, then I got moved into the saw shop, and now I do electrical installation. I’m up to $17 an hour now. And I’ve started studying PLC so I can move up even further. There’s actually a lot of opportunity in my field. There's not much competition. Nobody my age wants to do this stuff. They all want to go to art school or make video games or something. I think maybe it’s because too many people are being told to do whatever they want. Because no matter what you think you can be, there’s still gotta be people like me.”",144.1k,"1,914",public space road infrastructure standing jacket street outerwear car official vehicle,,Machine Machine tool Automation Machine shop Car Factory Manufacturing Tool All Die Young Company
13,https://scontent-atl3-1.cdninstagram.com/vp/1be93735168cd596e4b19f4939eb91fe/5B147120/t51.2885-15/e35/14478336_212043239235813_75747503521136640_n.jpg,"“My mom died of lung cancer on my sixteenth birthday. My birthday is actually coming up—this Saturday. Before she passed away, I was a good student and everything. I was probably going to get a scholarship for singing. But I stopped caring after that. My mom was my biggest fan. Even when she was really sick, she came to my singing recital in a wheelchair, with her hair falling out of her head, and she sat on the front row. I quit singing after she died. There was nobody to sing for anymore. My Dad raised us. And he was wonderful. You want to know how awesome my Dad is? He went to court and tried to legally change my birthday. Just so I wouldn’t have to go through it every year. It turns out you’re not allowed to do that. But he tried.”",268.3k,"5,445",blond girl arm muscle fun bar profession,,Meme Internet meme Humans of New York Vine Hair loss Hair Death Facebook Woman Person
14,https://scontent-atl3-1.cdninstagram.com/vp/4adadc388cccf50395f596b55771ff4d/5B2BF8A9/t51.2885-15/e35/15057211_1852463028321409_4968887066772373504_n.jpg,"“My sister moved in, her five cats moved in, and her ex-husband moved in. It’s driving me nuts. My sister watches those murder programs. And her ex-husband is Irish so he keeps talking about the potato famine. He loves that potato famine. Always the potato famine. And those cats. Little Louie is sweet, but the biggest cat looks like Garfield and won’t stop meowing. His name is Nitro. I’m trying to keep it together. I just picked up one of those positive thinking books.”",138.6k,"3,325",tree public space urban area car road vehicle street city winter plant,,Great Famine Husband Sister Ex Meme Love Woman Wife Family Irish people
15,https://scontent-atl3-1.cdninstagram.com/vp/f9e59fda37777c7cc0e6ac02e5f5cdc8/5B168AD9/t51.2885-15/e35/15043829_556372887894429_7772067029502132224_n.jpg,"“I broke up with my girlfriend this morning. We’d been together for three years. But I’m Catholic, and she doesn’t know if she believes in God or not. I wanted to propose to her one day. I think she’d be a great mom and a great wife. But I feel like this might be something we can’t overcome. I want to get married in a Catholic church. I want to raise my children to be Catholic. It’s important to me and it's something that we’d have to deal with eventually. So I didn’t think it would be a good idea to keep putting it off. But it really hurts to lose her. Both of us were bawling our eyes out. She was such a big part of my life. Every time something good happens, she is the first person I want to tell. And I do respect that she refuses to believe in something just because I do. But I don’t know what to do. I’m hoping God will give me an answer.”",150.7k,"6,047",red standing outerwear fun grass cool glasses brick brickwork smile,"rans
 rans",Brandon Stanton Humans of New York Girlfriend Facebook Meme Love Uncle Marriage Wife Family
16,https://scontent-atl3-1.cdninstagram.com/vp/a72c7bfd614448db93e8e48bfba21687/5B30C167/t51.2885-15/e35/14607131_1855598738002820_4381734517371568128_n.jpg,"Macomb County has made a lot of news lately. A northern suburb of Detroit, the county is largely ‘blue collar’ and its economy is heavily dependent upon the auto industry. Last week Macomb County voted decisively for Donald Trump. It was the first time in almost thirty years that a Republican presidential candidate has carried Michigan. Many pundits have pointed to this shift as representative of a greater movement among America’s white working class. For the next couple of weeks, I’ll be posting stories from Macomb County. I didn’t ask anyone who they voted for. Very few of the stories even touch on politics. And while the series cannot presume to be representative of an entire region, hopefully it will introduce you to a few of the people who live there.",117.1k,"2,022",leaf tree woody plant autumn road plant public space neighbourhood residential area grass,,"Detroit New York Macomb County, Michigan Meme Humans of New York WJBK WXYZ-TV Internet meme Industrialisation Economy"
17,https://scontent-atl3-1.cdninstagram.com/vp/d5171940bc51486922f79229cc033a52/5B32A81B/t51.2885-15/e35/14677271_218375805252478_5733731376805445632_n.jpg,"“Both my parents were Italian immigrants. We grew up in the Marlboro projects. My dad was a butcher. He was very ‘old country.’ I don’t think he once told me that he was proud of me. But it didn’t bother me. He taught me that you have to earn every single thing you get in life. On my twenty-fifth birthday, my Dad ran into one of my coworkers. I’d just been promoted to deputy foreman. They told him how great of a job I was doing. My dad came home, grabbed me by the neck, pulled me toward him, and kissed me on the forehead. There were tears in his eyes. He told me how proud he was of me. And that meant more to me than anything I’d done until then. It’ll probably be another twenty-five years before I hear it again.”",177.2k,"1,063",headgear human fun girl professional,,US Presidential Election 2016 Meme Internet meme Kiss Hug Facebook Sleepover Election War Forehead
18,https://scontent-atl3-1.cdninstagram.com/vp/38d6234f353759da11a92a1288bee3e5/5B0F7B62/t51.2885-15/e35/15035641_710992802389540_6855650853987024896_n.jpg,"“I first ran for Congress in 1999, and I got beat. I just got whooped. I had been in the state legislature for a long time, I was in the minority party, I wasn’t getting a lot done, and I was away from my family and putting a lot of strain on Michelle. Then for me to run and lose that bad, I was thinking maybe this isn’t what I was cut out to do. I was forty years old, and I’d invested a lot of time and effort into something that didn’t seem to be working. But the thing that got me through that moment, and any other time that I’ve felt stuck, is to remind myself that it’s about the work. Because if you’re worrying about yourself—if you’re thinking: ‘Am I succeeding? Am I in the right position? Am I being appreciated?’ – then you’re going to end up feeling frustrated and stuck. But if you can keep it about the work, you’ll always have a path. There’s always something to be done.”",567.9k,12.4k,suit profession businessperson professional business executive business formal wear tuxedo official entrepreneur,,New York City Barack Obama Humans of New York: Stories State of the Union Humans of New York President of the United States New York State Legislature Child Homo sapiens Politics
19,https://scontent-atl3-1.cdninstagram.com/vp/9cc25e430eb51bbff889fb4adcc6eae5/5B45CF6F/t51.2885-15/e35/14547738_547299948792133_4529695848660992000_n.jpg,"“I covered a lot of Trump rallies as a journalist. I didn’t feel any hatred. People were more curious than anything. I was never assaulted. I felt like most people were just supporting him because he wasn’t part of the establishment. Or because they were tired of politics. But it was confusing. Because even though I didn’t feel like they hated me, these people were supporting someone who said I should be banned from the country. Even the father of one of my best friends supports Trump. This man had me over to his house. I went to Thanksgiving with him. My friend asked him: ‘Dad, how can you support that man? Our friend Zahra is a Muslim.’ He told her: ‘Don’t worry. He won’t do everything that he says.’ Today has been difficult. These last few weeks, it was mostly speculation. There was suspicion that most Americans supported him but I could hope that it was wrong. But now that hope is gone. And I have to feel differently. I have to feel like maybe most Americans don’t want me here. And I feel like no matter how hard I try, I’ll never be part of the community. And even if they’re friendly to me, or if they invite me to Thanksgiving, deep down they believe that America is a country that belongs to white people.”",290.1k,13k,girl fashion socialite scarf,,New York City Humans of New York Muslim Islam Islamophobia Hatred Anger Islam in the United States Feeling Love
20,https://scontent-atl3-1.cdninstagram.com/vp/05efbddaff4f27b86108f7fe6ad7e843/5B48B394/t51.2885-15/e35/14718451_1807303116148869_275619424457719808_n.jpg,"“I’m on a tour to study music with African roots. It’s not for school or anything. It’s just a personal project. I want to travel alone for an entire year with just clothes and my drumsticks. I’ve saved $6000 and I plan to work along the way. My first stop was New York. I’ve been here two weeks and I went to ten concerts. I’ve already spent $300 so I need to be more careful. I’m about to catch a bus for Detroit. I found a place where I can live in exchange for a few hours of daily work. Then I’m going to Chicago, St. Louis, Memphis, and New Orleans. Then Cuba. Then Brazil. Then Peru. And after that I’ll go home to France. I want to learn as much about music as possible. But that’s only half the reason for the trip. I also want to learn if I can do it. I am a little afraid that I’ll get lonely, but that’s something I want to figure out. I want to know if I can be alone.”",248.4k,"6,055",standing girl snapshot vehicle car outerwear fun winter smile street,,Humans of New York Project Music Car Standing Rock Indian Reservation Concert Plan Travel Standing Rock Sioux Tribe Outerwear
22,https://scontent-atl3-1.cdninstagram.com/vp/f3e14301a865a922b6bcb86dae930312/5B4262C9/t51.2885-15/e35/14624794_1563167893790129_6359877083883110400_n.jpg,Today in microfashion...,443.2k,12.3k,road street child girl vehicle fun recreation tourism vacation,"0
16-17 Seaso
ckets
n Sale Now
 0 16-17 Seaso ckets n Sale Now",New York City Humans of New York Facebook Blog Like button Facebook Watch Book Person Image Afro-textured hair
23,https://scontent-atl3-1.cdninstagram.com/vp/186dad776fe2340029a96858eac9116a/5B32E46C/t51.2885-15/e35/14717533_208064789624471_4968332827012628480_n.jpg,Today in microfashion...,388.1k,"4,332",fur costume toddler child,,New York City Humans of New York Meme Facebook Watch Instagram Facebook Culture Photographer Vine PeopleStreet
24,https://scontent-atl3-1.cdninstagram.com/vp/4e16f7bf53899f4be57e4d3422c44f2d/5B4DED6C/t51.2885-15/e35/14722997_355900901425193_3560843705919209472_n.jpg,"“I grew up, like, savage. My stepfather abused me starting at the age of four. My mother threw me out when I was fourteen. I became addicted to drugs. I fell in love with a drug dealer and we had a daughter. He hit me but I had nowhere else to go. I tried to get away from everything when I turned nineteen. I thought: ‘I’m leaving Puerto Rico and I’m going to change.’ But on the plane to New York, the guy next to me was a heroin user. And he convinced me to try it. And things got worse in New York. It was even harder because I was alone. I ended up in the street. I was jumping from house to house. I was doing what I had to do to survive, you know. The government took my children away. I was lost for so many years but I’m a new person now. I’m sober and I’m working and I’m going to church. But I struggle a lot. I have all these emotions and I don’t know where they come from. It’s like I can’t control them. And when I’m with other people, I feel less. My past always comes back to me. I say to myself: ‘Who do you think you are? You’ve done so many bad things. And you don’t even know how to talk right.’ I can never get away from the things that I’ve done. But Jesus forgives me, you know? He knows that I’m a sinner person and he still loves me. My past does not matter to him. He is changing my thinking. He is helping me start new. Without him, I would have nothing to hang onto.”",145.2k,"3,615",clothing jeans infrastructure denim outerwear standing snapshot road shoulder street,,New York City Drug Humans of New York Addiction Thought Sto. Cristo Gospel Church Illegal drug dealer Facebook Stepfather Blog
25,https://scontent-atl3-1.cdninstagram.com/vp/f62245cf1168a47b0cf7ade50aa6ba23/5B2A6F21/t51.2885-15/e35/14701328_210572356034489_3970005715287801856_n.jpg,"""I'm a woman and I'm Andrea and I'm living my dream.""",171.9k,"4,722",clothing pink lady dress girl snapshot fashion leg costume socialite,,Brandon Stanton Meme Humans of New York Facebook Woman Photography Image Imgur Child Cocktail dress
26,https://scontent-atl3-1.cdninstagram.com/vp/ae73cd53502d8373cf5239a8ed22db34/5B313BA1/t51.2885-15/e35/14726434_694483884043123_2496680702666342400_n.jpg,"“The hardest part of first grade is 'eleven plus eleven' because a lot of the class don't be knowing that.""",243.3k,"7,196",child infrastructure jeans road snapshot outerwear street jacket girl temple,,New York City Donostia / San Sebastián Humans of New York Humans of New York Instagram Photography Facebook Photograph Image sharing La Concha Beach
27,https://scontent-atl3-1.cdninstagram.com/vp/a442ac961bbcc1f8f7240f8b78a993d6/5B0BD8A4/t51.2885-15/e35/14709636_1691940561134220_149232186342506496_n.jpg,"Today marks a major milestone in the history of geriatric canine literature! The @susiesseniordogs book was released today. After months of breathless anticipation, scholars and critics agree: ‘Susie’s Senior Dogs has set a new high-water mark among books that have nice pictures and sweet stories about old dogs who find new homes.' The author, coincidentally, is my wife. She worked so hard to make this book perfect and it came out wonderfully. The book will warm the heart of every dog lover. Moby, Simon, and I are very proud of her. And Erin is using every penny that she makes to pay for the medical bills of old foster dogs-- so that they’re healthy and happy when they arrive at their new homes. The book only costs $15 human dollars. So please consider getting Susie's Senior Dogs for yourself or the dog lover in your life!  Link in bio.",73.5k,821,dog dog like mammal dog breed dog breed group snout puppy companion dog dog crossbreeds carnivoran,"SUSIE'S
SENIOR DOGS
SUSIE'S SENIOR DOGS
 SUSIE'S SENIOR DOGS SUSIE'S SENIOR DOGS",Susie's Senior Dogs Dog breed Dog Puppy Companion dog Book Breed group (dog) Hardcover Snout Breed
28,https://scontent-atl3-1.cdninstagram.com/vp/2a01e3d5fa889a617bc84163172da861/5B491CC4/t51.2885-15/e35/14717645_1828203794091718_4734504143014592512_n.jpg,"“The world doesn’t respond to me like it used to. Throughout my life I had learned to anticipate a certain pattern of focus and friendliness. And I never realized how much of that was based on my youth and physical appearance. I thought it was because of my energy and personality. But I’ve had to accept that a woman becomes less and less visible as she ages. It begins to fade in your 40’s, and drops off in your 50’s. You have a harder time holding people’s attention. The conversations become less about you, and more about the transaction. It used to really bother me. I would feel abandoned or ignored. But I’ve grown out of it. There’s a certain grace to letting go of the need for attention. I was an actor for most of my life. I was all about getting attention. But now I’m working as a sign language interpreter, which I love. Because it isn’t about me at all.”",152.5k,"2,412",girl outerwear smile street,,Mary Kay Adams Trump Tower Humans of New York Humans of New York Meme Internet meme Image Facebook Child Idea
29,https://scontent-atl3-1.cdninstagram.com/vp/956268be948184090c2713f47bd13832/5B15C332/t51.2885-15/e35/14547589_1011339232325282_3050949230102315008_n.jpg,"“I was born in Venezuela. I moved here two years ago. I want to be President of Venezuela to change things and make better the world. Did you know that sometimes in Venezuela people shoot each other on purpose? I will change that. Also there will be rules against pushing people or thinking bad thoughts about people. I will make a rule so that there will not be too much cutting or killing of trees. And there will be a rule against killing too many animals because animals eat insects, and we can’t have too many insects. I will also make sure that we don’t waste water or food. Or if there is food left over, we have to be sure to put it in the trash. I can’t be president now because I’m only eight. But I did skip first grade.”",293.7k,"8,998",blue boy child hairstyle snapshot male outerwear standing suit smile,,New York City Venezuela Humans of New York 2014 Venezuelan protests Facebook Venezuelans POPSUGAR Celebrity Blog Facebook Watch Child
30,https://scontent-atl3-1.cdninstagram.com/vp/a02695be03add2a3852f2ad7659030cc/5B153D64/t51.2885-15/e35/14726375_305434386509142_8532985056526860288_n.jpg,Today in microfashion...,203.6k,771,pink umbrella public space child girl fun street temple toddler play,,Infant Child Childhood Toddler Adult Idea Jóvenes y amor Image Clothing Youth
31,https://scontent-atl3-1.cdninstagram.com/vp/32df82ab04697ca7176a8c1f74f9d671/5B0C2B9B/t51.2885-15/e35/14714683_1087504411366166_4337104477111713792_n.jpg,"“A few years ago I had to have open-heart surgery. When I got the news from my cardiologist, I went into full panic mode. Suddenly there was nothing going on in the world except for my fear. I thought that I was going to fall apart in front of my kids. I ended up walking to the bookstore alone. I was looking for anything that might help calm me down. And I ended up grabbing The Power of Now. It’s not an easy thing to describe in words, but that book taught me how to stay in the moment. It taught me to step back and observe my thoughts, to label them as ‘thoughts,’ and to create a gap between myself and the ‘voice in my head.’ Once I realized that I am separate from my thoughts, it took away their power. This photo was taken an hour before the surgery. I’m with my grandson. And there isn’t a fear in my mind. I’m locked in that moment with him.”",110.5k,"1,472",gadget electronic device mobile phone technology communication device product cellular network smartphone multimedia portable communications device,"November 12, 2012 4:11 AM
Details
 November 12 , 2012 4:11 AM Details",Smartphone Surgery Humans of New York Cardiac surgery Meme Mobile phone Cardiology Panic Fear Internet meme
32,https://scontent-atl3-1.cdninstagram.com/vp/d23c56adb9d2e32da3061158f82ae463/5B2F3EE3/t51.2885-15/e35/14582242_573036356222952_7473815910533300224_n.jpg,"“I smoked dope every day for twenty years. I thought I was pretty slick. I could smoke while working. I could get high and still run my company. I could pour concrete. I could roof a building. I felt like I could do anything. But it ruined my marriage. I didn’t even realize it until years after my wife left me. But the dope ruined my marriage because it made me content. Nothing could bother me. Her feelings didn’t bother me. Her needs didn’t bother me. The dope put an emotional cover over what should have been obvious. I told myself that if I didn’t see the problem, then it didn’t qualify as a problem. All I ever did was give her advice. I never asked for it. I never once felt the inspiration to say: ‘Darling, I know there’s something wrong. What can I do differently?’”",122.7k,"2,651",land vehicle car vehicle tree street plant road recreation product sedan,"RAO
JANUARY 20
 RAO JANUARY 20",Alex Jones Meme Love The Five Love Languages Minions Vine Facebook Emotion Tagged Woman
33,https://scontent-atl3-1.cdninstagram.com/vp/466741b093e8d89fe90514959ddfbf01/5B11FAC1/t51.2885-15/e35/14730625_918024308331492_5087178214225215488_n.jpg,"“I grew up on a farm in the panhandle of Texas. One day I was driving my father’s tractor, feeling sorry for myself, and trying to figure out what I was going to do with my life. I’d flunked out of law school. I couldn’t play football or tennis. The only thing I’d ever been good at was performing. In high school, I’d played the lead role in both the junior and senior plays. So I saved up enough money during the harvest season to buy a little red Yamaha motorcycle. Then I drove to Dallas so I could go into show business! I did some plays in Dallas, then I got a touring role in Fiddler on The Roof, then I rode my motorcycle to Hollywood to be a movie star! I got my first big role two months after I arrived. They paid me $500 a week for six weeks. I thought, “Man! This is Hollywood!’ My character was a cowboy outlaw in a motorcycle gang. He ended up getting killed by a pitchfork while trying to rescue the leader’s girlfriend from a hippie commune. You know how I got the part? I walked into the audition and told them I’d do the whole part cross-eyed. Just like this. You know how hard it is to ride a motorcycle cross-eyed? Almost impossible. But I did it! Unfortunately it ended up being the worst reviewed movie ever made.”",112.3k,"1,274",hair man facial hair beard senior citizen moustache,,Sean Connery Texas Meme Feeling Disappointment Mood Outlaw motorcycle club Driving Internet meme Father
34,https://scontent-atl3-1.cdninstagram.com/vp/d3ba1f560c630ed9afa71ce901c6d4c8/5B15746E/t51.2885-15/e35/14659418_197752187324945_4789791277036077056_n.jpg,"“I don’t communicate my feelings. My entire family was like that. We’ve always sort of just swept things under the rug. I think that’s what makes me a good ER nurse. I don’t take things home with me. I can separate myself emotionally and just focus on what needs to be done. But it also makes me pretty bad at relationships. I met Gavin while traveling in Europe last year. We traveled together for two weeks, then he came home and met my family, and then we went to Mexico for a week. After that we talked every day. Gavin was the opposite of me. He was warm and happy and touchy. He’d even tell random strangers that they looked nice. But I pulled back the moment we got too close. Because I don’t like the feeling of being dependent on someone. Gavin was killed in a car crash at the end of January. He was alone in England and I didn’t even find out until days after it happened. I’ve tried to handle it like I always do. I try not to think about it or talk about it. But it’s not working so well this time. I’m taking things more personally at work. If a patient comes in the ER with similar injuries, I always ask myself: ‘What if this was Gavin?’”",265.9k,"7,095",blue photograph sitting tree plant fun recreation vacation senior citizen girl,"Mount
 Mount",New York City Meme Humans of New York Living room Internet meme Family Love Fitness Centre Facebook Feeling
35,https://scontent-atl3-1.cdninstagram.com/vp/82f32d371cd592c44ece1e21d6b6e2cb/5B0FBB75/t51.2885-15/e35/14723735_328004120892639_5730876331655168000_n.jpg,"“I wanted to be heavyweight champion. Joe Louis was my idol. Back in the forties, it was really something for a black person to have that kind of notoriety. He was the most popular black man alive. He made you feel like you could stand up for yourself. Protect yourself. I started training when I was seventeen. The first fight I had was with a Caucasian guy. It lasted less than a minute and a half. Two punches and he was down. It’s quite a feeling to knock somebody unconscious with your fists. To know you have that power. Who’s the person in the movie that everyone loves? It’s the one who wins the fight. The one who protects the woman. The one who protects himself.”",95.5k,344,person senior citizen man eye human elder temple smile wrinkle tree,,Joe Louis United States Meme Federal Bureau of Investigation Internet meme Director of the Federal Bureau of Investigation Humans of New York Ghost Instagram Independent politician
36,https://scontent-atl3-1.cdninstagram.com/vp/0f1af1a914b7e14531b54722ffd5c6cb/5B30DCC4/t51.2885-15/e35/14719289_285800835152084_4757895260758081536_n.jpg,"“Ten years ago I lost my job at a hotel. Somebody bought the building and fired everybody. I had four kids at home, and I went from $21/hour to $13/hour. Nobody else would hire me. Seventeen years in the hotel industry but apparently I didn’t even qualify to carry a suitcase. I had to start parking cars at a garage. Luckily I ended up getting this job with the city. They started me at $12/hour but I’ve worked my way up to $30/hour. But I don’t take things for granted anymore. I used to dream about all the nice things I wanted. I’m more cautious now. I mainly think about protecting the things I need. And I try to make myself irreplaceable. I try to have perfect attendance. Every time there’s extra training, I sign up. Because the more you know, the more they need you. All of us are replaceable, but I’m doing my best to make them need me as much as I need them.”",218.3k,"2,783",man sitting vehicle male car temple street tree road recreation,,Hotel Bloomfield Hills Car Vacation Car Park Parking Job Doughnut Child Ladun Liadi's Blog
37,https://scontent-atl3-1.cdninstagram.com/vp/7c59d08b6c536102f99f78810e0c38bd/5B15DABC/t51.2885-15/e35/14718131_1142220235814702_7792672989803184128_n.jpg,"“We met at a swing dance class. For the next two months, we spent a lot of time together: we went out for drinks, went to music festivals, went for walks around town. But nothing was happening. Not even a kiss. It was driving me crazy. I was always on the phone with my friends, trying to figure this guy out. I thought I was being pretty obvious. Then one night I pulled out all the stops. I cooked him a five course meal, we drank a lot of wine, and we ended up on the couch together. But still nothing!” ...... ""I realized after I left that night that I probably should have kissed her. Something about the look on her face. But hey, I’m a modern guy. A woman can make the first move. Plus my last relationship had hurt me a lot. But I made up for it two nights later. We went out to an Italian restaurant for her birthday. And one of the waiters gave her a birthday kiss. Then suddenly four more waiters are giving her birthday kisses. And I’m feeling a little jealous. And I’m drinking a lot of champagne. Then after dinner we went out to a club. And ‘Promiscuous Girl’ comes on by Nelly Furtado. And I’d been practicing my swing dancing. So I twirled her around like this. And then boom.”",178k,"4,820",people photograph vertebrate plant grass tree child male photography fun,,Brandon Stanton Lizzo Dance Swing Dance studio Humans of New York Good As Hell Photography Family Music
38,https://scontent-atl3-1.cdninstagram.com/vp/72062dfa6253f9f7b19e702bd98dfaf1/5B4C8584/t51.2885-15/e35/14730571_1801769050102063_1310923464411971584_n.jpg,"“In New York you have to focus so much on sustaining your lifestyle. There’s not much time left for other people. In the city things are expensive and your job is constantly being devalued. Fifteen years ago I could support myself as a freelance translator. Now that job is being outsourced or done online. So you have to always reinvent yourself. You have to focus so much energy on yourself. And it can be exhausting. Back in the Dominican Republic, there’s much more of an emphasis on community. People have time for each other. There isn’t as much wealth and people aren’t as focused on the acquisition of things. When I go back, people stop me on the street to say ‘hello.’ They ask about my family. We get together to have dinner. And I don’t mean ‘go out’ for dinner. I mean ‘get together.’ I bring the plantains. They bring the avocado. There’s a closeness. People focus on each other. But that can be asphyxiating. Because that means people are watching over your values and deeds. There’s a lot of judgment. There’s an expectation that you’ll live like your parents and peers. So yes, there can be lot of self-centeredness in New York. There’s not enough time to focus on the lives of others. But that’s why the world comes here to learn tolerance.”",102.1k,"1,645",jacket road street snapshot jeans denim outerwear vehicle tree car,,New York City Lifestyle Recreation Car City Job Outsourcing Freelancer Leather jacket Devaluation
39,https://scontent-atl3-1.cdninstagram.com/vp/0cd39feb659f01b2eae3d13c77b32aa1/5B4AF28C/t51.2885-15/e35/14374161_1674466212869017_2062460883430277120_n.jpg,"“I want to empower women through dance. I think you can build confidence through movement. When a woman starts moving her body, and becomes comfortable with herself, and realizes that she can do the steps— it connects back to life. Because all of life is movement. Technically we’re dancing every day. And it doesn’t matter how you look. It matters how you move.”",123.9k,"2,126",road infrastructure street snapshot temple vehicle pedestrian girl jeans street art,,Meme Humans of New York Internet meme Woman Dance Confidence Skull Ethics of artificial intelligence Man Love
40,https://scontent-atl3-1.cdninstagram.com/vp/57bfbf3bd9f27a87346e5386d4c2b827/5B4D3DA8/t51.2885-15/e35/14582419_1102656169813524_5072648923978399744_n.jpg,"“Ever since the twins were born, I’ve had a new urgency in terms of my art. I want to figure this all out so the girls can have a nice house and a nice childhood. Right now I make animations for commercials. But maybe I can sell a show idea. Or make a book. Before the twins were born, I used to wait around for inspiration. But I don’t have that luxury anymore. So I try to sit down and draw something every single day. I’ve learned that inspiration is kind of baloney, anyway. Ideas will come along if you do the work. This is a story idea that I’m working on. It’s kind of corny, but I wanted to make a book where my girls are the heroes. I want them to feel exceptional. Here they are stuck between a rock and a hard place.” -----------------You can follow Dan's art here: @danandjason",118.1k,707,technology design electronic device gadget font communication world,,Meme Internet meme United States Childhood Humans of New York Image Russian dressing Girl Animation LIKEY
41,https://scontent-atl3-1.cdninstagram.com/vp/7502ba17e699a710bf86633b79a79a48/5B2ECB9D/t51.2885-15/e35/14550041_198395850593260_7490473623363256320_n.jpg,"“I was never the best student. But luckily it’s a relationship driven world. I’m in sales. And it’s important to be knowledgeable, but my job is primarily to get clients to like me more than the next guy. All of our competitors sell very similar products. The differences between us are very small. So it comes down to one thing: ‘Who does the customer like more?’ And I want that to be me. But it's a lot of work. Relationships don’t just materialize. I’m always on my phone. I answer emails immediately. I send ‘thank you’ notes for everything. And if I ever read an article that reminds me of a conversation we had, I’m sending it along.”",148.3k,"2,264",green plant tree public space recreation grass garden vehicle street,,"SA American Idol Meme Dr. Carl U. Westbrook Jr, MD English Does Competition One Thing You Love It Japanese idol"
